date,sales,tv_spend,digital_spend,radio_spend,print_spend,price,promo
2021-05-10,29471.91560383676,15513.80120522909,2805.1560642009517,5266.842649915083,1220.5176032745803,23995.725079867996,1
2021-05-17,29538.108737949144,11800.296356054989,6431.469794305299,3956.300716346544,2430.301358957553,23998.304484854554,0
2021-05-24,28878.667872436745,11260.550545818958,9947.728141026088,1951.6043571318805,1148.462810814232,23993.244607423527,0
2021-05-31,27064.831613080405,9276.281822384235,6399.979033933596,1479.4239503394017,2665.585236313429,23991.114559207414,0
2021-06-07,29944.809358937306,16890.16535469612,5703.404184725294,3049.1731393143914,3085.28700444591,24000.34341071194,0
2021-06-14,28182.23591606527,11381.88207172479,6714.565349006357,1175.1597759283084,2366.53140723723,23974.383336629333,0
2021-06-21,29741.22245642864,10286.688711347571,9265.004354267061,1993.2895839051284,1713.7512664443082,23976.849197173993,0
2021-06-28,28260.905835153168,10591.465798047082,6548.456253409641,3468.0142073268657,2453.965579308696,23970.99223793205,0
2021-07-05,28927.49788427235,14129.236742213394,4972.681922915657,4732.968054160045,1691.3269444535874,23998.70961312639,0
2021-07-12,33087.053275785795,13461.776257456313,8765.721775149723,3913.1422083366597,2935.5471254651493,23996.097022119317,1
2021-07-19,28597.633446705684,13650.930446383954,7071.891096154033,0.0,168.59391578487634,24021.115336286108,0
2021-07-26,29989.952234642184,13723.28401203153,9839.389979989981,3456.5500935453897,1664.3926318813537,24004.55922581938,0
2021-08-02,30789.84856064033,20566.590403481845,6458.086093054765,3108.0503598488667,9.188004876002196,24013.36811332142,0
2021-08-09,27801.78383863284,10374.339934461537,2938.8274206987494,3620.8354280590397,504.9391697727949,24018.15911727829,0
2021-08-16,26309.393348662852,9951.029083713851,2579.6020018858376,5424.31452247681,3363.8622298139094,24005.123408560317,0
2021-08-23,27747.47876718563,8744.90908700849,10127.319830578124,0.0,2895.184981971686,24007.78435027987,0
2021-08-30,28775.476310576418,14463.917690301983,10309.164301958243,2113.3448622133415,1280.5197667152097,24025.972132832347,0
2021-09-06,31374.21337014704,16515.889170883565,5551.201966793498,3886.359484190032,497.49654395910306,24021.115257268048,1
2021-09-13,26594.375338443282,11544.2101693805,5042.0316971600305,627.6084008190865,0.0,23995.7358175305,0
2021-09-20,28100.059328005114,8639.374092149888,9653.610730605506,5213.9235720802635,1456.5044920673654,23995.472375133337,0
2021-09-27,25195.04618260696,8702.075137235042,3232.38579489128,3552.534919050988,4420.415012247402,23981.93602871145,0
2021-10-04,28242.150060678312,14602.371151298805,3763.182452610434,4269.875978765106,2434.8842714636476,23976.80091463149,1
2021-10-11,28471.496529941633,14973.016684813769,7608.316986722612,2143.584507717308,1440.4277139505105,23975.577098086214,0
2021-10-18,27435.827118051282,14172.61707322078,5013.487192851026,4220.645534949315,2465.0802095003064,23949.992314845982,0
2021-10-25,28062.974243224347,9337.961170845223,5987.195333199822,4602.707333983557,439.04164700555725,23925.757439756173,1
2021-11-01,29284.824413301692,12928.64529226688,5591.392753688719,3349.3170302057524,1702.6766373023645,23932.988442289054,1
2021-11-08,27324.70469522534,12466.743236562914,6843.9363719973335,3351.601339048044,2099.4774730157387,23925.14766184651,0
2021-11-15,27903.6118582801,12874.75438691605,9518.704653284292,3405.5148589225887,1913.8993481789514,23886.676496719203,0
2021-11-22,28457.615985236363,15485.715111792759,6226.462267254364,1704.9821028909275,2790.8061216900805,23898.449157268326,0
2021-11-29,30732.75622103978,12894.38219509873,7609.846983192145,2778.706979639471,2344.6452262360526,23902.534703597437,1
2021-12-06,24777.20660513078,14715.654252287579,874.5697474224435,2771.216201321462,2668.326018107997,23891.82658123689,0
2021-12-13,28416.23871213396,12270.316277955566,5878.203995174705,3575.0907965302426,1311.6277177692405,23872.074128071017,0
2021-12-20,28702.11104947445,13156.477594759937,3891.924324267822,4499.736370365442,2897.815408410548,23884.61124651573,0
2021-12-27,27825.66297098944,14525.152903354161,2952.96734894093,1412.195877032386,3628.9369476239917,23889.851505854138,0
2022-01-03,26448.739589244942,6171.376720577334,3804.619082678123,2812.4864545206337,1029.8504803485876,23925.5905400944,0
2022-01-10,27196.1924564464,10721.315134570796,5164.69139824797,5222.18332148846,1112.3043442854403,23931.893369075275,0
2022-01-17,29317.700735415616,10118.509382828817,8289.756355890033,1884.6176567811538,3335.784336320233,23937.708916194202,0
2022-01-24,27887.43237530665,9444.488607026633,2684.01820565109,1766.6249740645196,1808.6560133049397,23935.204997242574,1
2022-01-31,30478.593418144355,10899.430995093266,6076.578731486044,3303.4592877467903,3403.8213920665567,23947.456635250586,1
2022-02-07,31662.24376466361,17979.765244937582,4789.576416666054,4266.57778572798,1557.4642881078162,23956.83291326931,0
2022-02-14,30914.596718129404,8536.675537227027,5180.817264095098,3017.139083340989,3455.0455762707115,23975.608788397785,0
2022-02-21,34034.11012651876,15873.113418365923,8506.89456326151,4993.440885655484,2131.485816805452,23967.788944618227,0
2022-02-28,31118.90172886269,5268.520913536781,7345.288592509815,4285.190973849791,2258.228823322695,23961.25783252407,0
2022-03-07,31331.15801600305,10660.4598800569,9343.49526860686,4262.730100335093,3564.7180216699044,23954.071284960388,0
2022-03-14,32763.724140173817,12651.012260420022,5613.735801875249,3831.17475198614,1638.2295225558287,23965.933310778073,1
2022-03-21,31322.402608035332,14344.889325437112,4260.143470823243,6491.479650519128,1058.8779040750417,23988.408927382523,0
2022-03-28,31556.532945983414,14844.90631917142,5440.352957798751,2692.257466700934,1551.4357919716456,23981.526319985285,0
2022-04-04,33018.39100208638,15173.388940799701,6606.241978178054,0.0,2452.3339506431385,23975.154714068387,1
2022-04-11,31545.3917083549,10605.099711006249,6441.433396134277,5406.381542275712,434.2409278194857,23979.865872426435,0
2022-04-18,28512.307273815673,10150.592829341731,3289.0298194165835,2313.4508535647615,2637.4709026511214,23976.179449926243,0
2022-04-25,30318.01729000539,15431.903525028616,6226.224454069686,3161.8206665145494,1461.228682382257,23990.46025472334,0
2022-05-02,30699.200903775905,11234.78270047354,6570.570825347263,4964.32602729079,3147.8126607335635,23956.683595364055,0
2022-05-09,29180.173406614682,6897.254706648312,12293.6850938348,596.610688411612,0.0,23944.283019660303,0
2022-05-16,27280.673579698367,7466.851143986078,10692.111528204176,1122.5291788407908,1213.4342248958314,23932.54677465088,0
2022-05-23,25929.491511259515,8322.190855993555,3866.89162360295,598.0830943217193,313.5318487658981,23897.741434465086,1
2022-05-30,27123.528744185995,13988.642976215056,5281.54159612706,1808.7955649618643,1173.7705336360473,23883.286857799554,0
2022-06-06,26420.382552177685,12569.70294428226,2341.3949954074924,3659.4549090254905,2247.665901108943,23869.559516061865,0
2022-06-13,29342.274457145773,14761.941416271073,4523.232465091283,3786.2817642191567,1820.773374550245,23866.542946244084,0
2022-06-20,29601.289859238947,10290.989414653863,6789.012508975851,3414.4112689928306,1746.6224310519851,23883.237434618986,0
2022-06-27,29041.354122868648,12634.158764306856,9014.634052220583,880.8511741614502,1840.8151286199393,23879.561524851128,0
2022-07-04,28522.311506703456,14502.361575869347,4177.290405640979,0.0,2203.3882406199436,23864.09931904706,0
2022-07-11,27670.03964703541,10762.613841119046,4364.633899830509,3081.5303780855734,991.4639580568922,23863.24500092886,0
2022-07-18,24779.191345964417,13827.100950229646,631.777425653363,2292.3359495424966,2706.849640899051,23878.982605250476,0
2022-07-25,29761.96577217775,9352.296235733394,5593.335198637731,3689.0786575749175,2662.665970385484,23864.343223008753,1
2022-08-01,26898.151827414837,10547.784613739714,3343.9639703510925,4052.9304393319053,2385.037937656101,23850.684599749933,0
2022-08-08,27742.46434637371,10473.048424006683,4676.401431584815,3207.362148088023,2556.533442751263,23859.062834139044,0
2022-08-15,25848.001785889646,7216.641417643841,3807.8480545810294,4140.19962806378,2296.4180008086596,23855.739792403085,0
2022-08-22,30247.534909335,13947.889923142327,5764.343614368608,3343.8170611726027,4035.0733027310675,23865.452062763725,1
2022-08-29,25734.917309236323,10122.390639189105,1605.6790216084219,3795.0970584021998,1912.9058289474901,23865.247360886795,0
2022-09-05,25400.488899925185,12049.976474910749,2332.3868865225236,1942.9901056951765,1692.9167816654233,23875.77231560814,0
2022-09-12,30076.78775460122,13922.986635623636,11323.117780070745,2730.5828792528123,1246.472419642622,23860.24614389753,0
2022-09-19,27679.41512396865,13786.124704119777,2781.4435468149227,3295.164144985436,967.7373294221632,23860.064874135707,0
2022-09-26,27818.210692689277,14661.540435891146,3258.036053863401,4230.792713126128,755.5282123989246,23856.904523920257,0
2022-10-03,28490.84311042966,11606.058061962305,10592.283820803284,2409.388241663142,1111.2026867690815,23838.666160058696,0
2022-10-10,29613.486764379304,10306.806751823386,13262.667923101017,3781.750883598169,1929.3196183479288,23815.213990840668,0
2022-10-17,25546.31285774096,11681.127156374403,3071.083427936646,2601.2418121269316,2334.2951284977144,23825.500226369786,0
2022-10-24,26257.96525104477,5250.6622641678805,5079.377608029924,2823.6867490078043,2051.142058552162,23820.235940636518,1
2022-10-31,24115.6281885816,6211.550110307651,6853.888877351274,4244.2785630361095,1234.464722570287,23804.901736411808,0
2022-11-07,24058.893288198688,6709.20155058239,10321.74411101398,10.409443418765932,2900.1845640199635,23803.459052357957,0
2022-11-14,22103.140506281485,8011.012689594073,3532.8573039294065,1055.2915078878584,2739.4126723009476,23820.379335218197,0
2022-11-21,24474.46955847744,13599.096906893747,5386.805385144726,776.7219038357689,1840.351692577983,23786.168267537618,0
2022-11-28,24135.76571225694,8378.083778559758,7943.34394015436,0.0,1347.0838553352878,23763.718687189066,0
2022-12-05,26234.670812001583,10487.349783842441,7086.915186166547,1982.603339767235,2548.4279208297994,23749.87539056064,0
2022-12-12,30450.047063170285,17196.91319114426,5059.6098219247515,4124.1508495916105,2187.9735874861044,23771.793073561443,1
2022-12-19,30048.69285228003,10574.944115754297,5665.442588709897,2572.673900426138,551.8727405849525,23776.03187830523,1
2022-12-26,30337.69985906961,14950.062273868345,2562.7604790750456,3296.6851229127783,1932.019744015595,23787.541636912152,1
2023-01-02,30454.20531511895,8265.529279960492,5404.565640063337,4633.826245066189,2262.0358120743813,23770.439223125257,1
2023-01-09,31631.525408013804,11178.24976852948,5334.031274977612,4991.5291984015375,1100.3052135122462,23753.6461849962,1
2023-01-16,29453.123784858322,8199.911780357676,6580.42472406564,2896.2930979107905,2189.843392837443,23760.36339074704,0
2023-01-23,28414.65598961791,10643.86769639775,4611.68195295246,5030.378834354096,545.1775147422109,23761.237505711073,0
2023-01-30,32555.75080738022,15361.232549829583,7178.846306362848,3138.189987651164,3336.1861000121708,23769.468587994033,0
2023-02-06,30229.894158074625,5090.718307230605,8531.78954454957,1743.902664258807,3247.949985059432,23766.653523130106,0
2023-02-13,30848.886024519157,13737.69457418343,6388.573319171165,2108.3994717018973,1747.4826656970354,23770.825679026926,0
2023-02-20,30594.81436847608,12950.94240932911,6879.391020998009,779.1952311524756,2363.454337839073,23773.1974653005,0
2023-02-27,29318.972804953984,9623.400177212821,6132.888368944668,1667.7992193995215,0.0,23784.863976136778,0
2023-03-06,28083.383765147617,6215.768582446181,6000.210982728536,2462.9749678883563,843.6523397346671,23796.969100365943,0
2023-03-13,29848.770842568578,12288.518030855477,4196.104916142882,4205.377529067902,1706.2210798478702,23772.671020450067,0
2023-03-20,30195.92439502973,9882.02916374479,6791.2356541832705,5581.154746748976,927.8669785731408,23738.961992119956,0
2023-03-27,30818.65196860882,12930.704845418815,5756.783503966276,926.7277269344399,2714.3964826306587,23753.988173084726,0
2023-04-03,34073.477808365176,12087.40858209377,11232.920772326488,3589.2412023898783,3997.296530747994,23771.804049483657,1
2023-04-10,33394.523415238225,18407.11556528366,9933.387256188107,1439.1840912636983,823.3852805706981,23756.494704190958,0
2023-04-17,32241.649459402277,11042.577490107902,6964.616381391252,3712.045632694803,1162.5365959148073,23728.59717309277,0
2023-04-24,30350.622876641413,7906.01002951254,4092.356975763081,2803.37002396841,2235.44836830993,23730.08269540788,0
2023-05-01,27052.58547199951,12717.102539825264,3218.9713200414553,253.64126122870448,3611.116148499621,23744.045268803136,0
2023-05-08,32125.437495369726,12879.986735887062,8977.857382722163,4392.445487352727,777.625687460097,23771.009186639654,0
2023-05-15,32018.234768625014,17436.750300961747,6656.873062867846,2092.4989307869037,2249.036122306942,23778.753650221173,0
2023-05-22,32482.609579655313,15340.444983658314,7200.358508479027,2199.1496424396682,3821.2988508131084,23773.17789977239,0
2023-05-29,28078.110828824392,13427.484236598037,1638.5350325645186,1395.3713830654651,348.2408518207328,23759.780940448618,0
2023-06-05,33956.70347143226,17853.21156487825,8318.596203895451,2018.575084968667,718.930793154168,23759.952709823676,1
2023-06-12,30552.9438781132,7244.947782708597,7136.050845535908,3641.8356610423757,1576.3933935391617,23755.463739265397,0
2023-06-19,30323.57039226246,9440.99386900101,3223.923288963805,2716.1334885953916,1479.411587144589,23740.237720679466,1
2023-06-26,27569.565698838236,8293.696234377901,4821.1879813751275,3492.9930034237213,2812.6012877536446,23770.969055442412,0
2023-07-03,29512.133211251687,10440.760787376928,6659.293010891299,3542.8827808932656,2241.6597198208383,23797.746581473497,0
2023-07-10,26930.141869137784,6493.255409774765,6131.166995890609,4980.992483292251,225.03794035787178,23814.78731172683,0
2023-07-17,29086.06837578639,14540.603787257616,5269.572035491113,2485.820773703431,2515.410402900811,23800.97455575969,0
2023-07-24,27763.227213173654,11111.109211604906,5741.279329835098,784.7132747314022,1422.4611126443494,23813.79984562415,0
2023-07-31,27755.973575860968,6116.774821989368,5370.056554482787,4600.833624857974,3274.4472169412393,23823.39424176662,0
2023-08-07,27632.546524834393,7937.683675169834,6381.406280256171,2502.767741854118,1372.4124635630803,23830.032426129677,0
2023-08-14,30097.776655576778,13254.055389800782,9678.729932482893,4671.888666866065,1363.3847168977643,23848.777405135337,0
2023-08-21,28413.09191831814,15352.506271577524,0.0,3575.065669773706,2541.131610804531,23858.307972278253,1
2023-08-28,32547.797204327308,19986.923566767146,5407.874338725789,2803.293704694983,2762.9264823369367,23869.40818582282,1
2023-09-04,33180.43474599033,23655.449864029317,6441.2810534311175,3523.1638410694427,2448.0993639362036,23878.961780073405,0
2023-09-11,31815.555726533268,13657.637733103986,6739.9849742177485,5926.518840189449,314.4026826151917,23884.073651193434,0
2023-09-18,29966.098568077028,8041.847519872543,5070.213546696776,6115.470793580629,2538.0344399282512,23857.31948424772,0
2023-09-25,24010.04208400917,3471.814877074763,1608.1955438035438,3104.071702699168,965.6919483256011,23858.57380040888,0
2023-10-02,28726.865213454403,13070.845849375342,6819.988709285274,3240.285889975613,2235.2761115882636,23850.230921026145,0
2023-10-09,31563.61928911931,8748.235618758696,10318.375535410461,4614.360236199578,576.2655646009398,23831.033306661542,1
2023-10-16,26437.700742274115,10338.570959281258,2165.346487709656,1731.5084508489792,2446.3221475430637,23856.260555951056,1
2023-10-23,27833.30706108436,9551.612803760767,8159.570034245471,3499.605558927383,1193.4010956926275,23882.195486064342,0
2023-10-30,26660.2183658507,11436.83645433446,5178.686942192765,2961.205728069215,717.3653497394782,23902.583795068775,0
2023-11-06,28926.688053131358,16263.920923150574,5846.689135427881,3470.8623171863305,2713.8201364823994,23906.411996321614,0
2023-11-13,27441.455339276807,12628.19426978138,3367.7537232401273,1749.9467910758913,2241.644521676751,23926.671373135905,0
2023-11-20,26926.491827947924,11365.460651845247,5163.859569110308,615.6487600365467,1386.023198607103,23926.85217084493,0
2023-11-27,26958.724068225907,7857.384988696754,9250.111486747395,0.0,3451.1788490210643,23929.894129998396,0
2023-12-04,24823.927677152886,5301.268221182572,7456.638104969267,1323.9238305155882,1559.3475784302575,23913.49205944147,0
2023-12-11,26750.27103683574,10054.768363706677,10330.779013524862,2311.9870725910005,2032.1076739709347,23919.44692900895,0
2023-12-18,30013.653180885238,11784.869796726718,8943.529722444235,2560.212620026857,2268.9134476786007,23920.352717935315,1
2023-12-25,32598.796277342044,19071.71965431953,7097.71669732394,5905.846743644275,1380.3340658713864,23900.8129361828,0
